Class,Data
teacher,"-421.82233,119.565865,0.104542814,19.195599,-11.951157,7.8441205,-21.71455,-12.174966,10.760666,-7.965269,0.39809623,-11.145256,-1.741061,3.8258832,-13.694349,-5.7282066,-5.5605083,-12.832463,-6.1545963,-7.8928022"
teacher,"-455.5027,117.103424,2.8256276,27.827036,-13.20708,-16.62068,-11.283757,1.1410093,3.4806015,-11.003909,0.05923696,-3.1846635,-0.7017395,-3.3402104,-12.1218195,-1.3394696,-6.60123,-14.105445,-6.918652,-7.620486"
teacher,"-476.62097,118.16413,6.514892,21.592548,-6.4716706,-7.3103447,-15.827666,4.5284214,4.6018405,-7.6991997,-0.11460334,-8.888536,0.26789522,-2.2924485,-11.400013,-5.011503,-2.511339,-11.2080345,-8.532269,-5.949505"
teacher,"-450.92532,94.38156,-14.0364895,35.81884,-12.965778,-9.576138,-11.879772,-4.834801,0.70290446,-15.17635,-6.160139,-8.389578,-2.9915168,-4.4203024,-13.626836,-6.639352,-5.403364,-14.640224,-8.919716,-0.028843194"
teacher,"-524.5123,112.67049,2.1437824,16.035053,-2.4635336,-2.1686926,-21.40576,-17.694422,-1.1358714,3.4633288,3.6616359,-6.8075566,-5.447018,-10.319111,-11.742547,-2.5882208,-7.2167463,-10.814718,-3.1231697,0.795126"
teacher,"-541.7004,103.32716,4.4667754,22.16637,-1.1164049,-3.47772,-12.930236,-8.090028,-7.132342,-6.5391507,-3.3375604,-11.088143,1.0432426,-3.2822382,-11.093768,-5.1608915,-7.6995196,-9.906871,-4.967363,-2.5867505"
teacher,"-547.0175,104.34693,-3.4379241,19.515308,3.0489316,-2.4351764,-13.837681,-7.5894766,-2.9526227,-5.1586537,-4.2686315,-10.670491,-2.5867448,-3.5651288,-10.141478,-7.329522,-6.504526,-9.245861,-6.36295,-3.7792633"
teacher,"-526.3922,111.53006,-11.628207,21.281116,1.9102882,-0.8239683,-16.980856,-8.910458,-3.1375754,-8.055748,-5.236442,-9.580725,-0.017471505,-3.5690196,-9.529709,-3.6902068,-3.7849889,-8.206635,-4.72122,-1.5886662"
teacher,"-529.882,113.87028,-9.219428,20.502438,4.313138,1.8360285,-13.980855,-11.786437,-4.981478,-3.12615,-4.294741,-12.494856,-1.1061715,-3.6885512,-9.130759,-4.7838974,-5.2771564,-8.790944,-5.589977,-2.7413065"
teacher,"-524.5123,112.67049,2.1437824,16.035053,-2.4635336,-2.1686926,-21.40576,-17.694422,-1.1358714,3.4633288,3.6616359,-6.8075566,-5.447018,-10.319111,-11.742547,-2.5882208,-7.2167463,-10.814718,-3.1231697,0.795126"
teacher,"-541.7004,103.32716,4.4667754,22.16637,-1.1164049,-3.47772,-12.930236,-8.090028,-7.132342,-6.5391507,-3.3375604,-11.088143,1.0432426,-3.2822382,-11.093768,-5.1608915,-7.6995196,-9.906871,-4.967363,-2.5867505"
teacher,"-547.0175,104.34693,-3.4379241,19.515308,3.0489316,-2.4351764,-13.837681,-7.5894766,-2.9526227,-5.1586537,-4.2686315,-10.670491,-2.5867448,-3.5651288,-10.141478,-7.329522,-6.504526,-9.245861,-6.36295,-3.7792633"
teacher,"-526.3922,111.53006,-11.628207,21.281116,1.9102882,-0.8239683,-16.980856,-8.910458,-3.1375754,-8.055748,-5.236442,-9.580725,-0.017471505,-3.5690196,-9.529709,-3.6902068,-3.7849889,-8.206635,-4.72122,-1.5886662"
teacher,"-529.882,113.87028,-9.219428,20.502438,4.313138,1.8360285,-13.980855,-11.786437,-4.981478,-3.12615,-4.294741,-12.494856,-1.1061715,-3.6885512,-9.130759,-4.7838974,-5.2771564,-8.790944,-5.589977,-2.7413065"
teacher,"-469.17682,102.73965,-8.622658,15.654331,-23.262993,1.5166967,-19.577915,-7.821135,-2.2814543,-12.896324,-5.006608,-10.551932,-5.0231,-8.398847,-5.690284,-11.714672,-3.262737,-5.159516,-8.653346,2.3267016"
teacher,"-441.27158,120.60482,-14.505554,9.562346,-26.647533,-0.8511133,-19.077017,-10.51388,0.30779678,-8.740608,-1.9167088,-8.885307,-10.014662,-9.610957,-9.877595,-11.303911,-1.1117713,-9.184237,-5.193329,2.3743784"
teacher,"-477.60162,112.39755,-9.839687,17.042046,-20.707693,-1.5824705,-13.950453,-8.709104,1.4210098,-7.349311,-7.84062,-8.929889,-7.6799884,-9.936083,-6.207453,-9.24284,1.1112939,-6.9112387,-7.3120017,2.4572797"
teacher,"-438.5871,121.89836,-12.720209,17.293081,-30.162977,-1.2045213,-10.981198,-12.989653,-1.8955505,-3.633324,-5.3905287,-9.999609,-7.330141,-12.364582,-8.715941,-12.641631,-2.3008208,-7.332094,-6.429516,1.663887"
teacher,"-409.55374,117.43463,-14.082043,11.418748,-42.884846,-4.352894,-11.117143,-16.432158,-1.4176193,-6.8438916,-8.286663,-16.123392,-11.964297,-9.410396,-6.195041,-7.5748754,-3.0881727,-11.267976,-7.2644863,1.7278574"
teacher,"-489.9932,105.60354,-9.373658,21.951641,-25.556343,-2.8621857,-6.2283745,-8.5303335,-2.6905875,-8.187185,-6.765651,-10.664724,-9.779581,-10.68006,-5.24716,-10.823919,-2.9108517,-6.13459,-8.3636055,1.8638552"
teacher,"-445.13428,108.12251,-15.94187,20.90666,-31.102772,-12.310592,-9.1115465,-4.533167,-6.5229917,-5.607456,-5.8167133,-11.09865,-8.813039,-16.539835,-5.2821326,-10.037134,-2.4686198,-6.0066857,-10.1024885,2.8961914"
teacher,"-444.50034,94.41571,-1.099872,9.4006605,-22.743246,-2.272776,-11.615308,-7.737781,-1.8405099,-7.58404,-4.1025667,-9.655548,-6.4505033,-9.360119,-10.227302,-11.220093,-4.8186297,-6.5927672,-7.4264865,0.04513576"
teacher,"-495.17352,136.15283,-19.232782,21.990097,-23.92479,-0.595353,-8.826836,-9.507422,0.9145232,-6.842238,-6.4121304,-6.409218,-4.9830804,-11.796418,-8.149789,-8.603533,-2.6809688,-10.129727,-8.679196,2.4457626"
teacher,"-505.99063,139.29486,-10.349319,8.874998,-23.263145,2.7658293,-11.051976,-7.4972553,1.3846793,-7.6524057,-4.809302,-7.4305105,-8.922515,-11.38582,-6.8944983,-5.6745124,-0.558049,-8.817366,-6.575073,-2.341356"
teacher,"-400.93207,112.998024,4.664314,-0.9590033,-12.887622,7.7399473,-30.684345,-5.4866247,-1.1972481,-8.209501,0.2439371,-1.1545012,-6.727748,-12.943738,-4.136678,-12.669992,-8.175089,-10.940187,-5.8395147,-7.2166734"
teacher,"-395.70383,104.27665,18.458805,2.8792655,-16.906876,-1.6463199,-21.141838,-9.494668,-15.352599,-4.969569,4.2054753,-6.387218,-1.5111142,-16.000885,-10.370032,-11.784132,-10.786731,-4.9557343,-8.324212,-6.3542056"
teacher,"-414.65744,94.550934,8.836508,4.1014237,-15.23519,5.8362103,-25.373972,-11.166855,-4.2548923,-2.841949,-2.8660378,-5.5424585,-0.5876962,-12.657471,-6.0647764,-8.243495,-5.8471694,-9.543158,-5.9514766,-2.7208865"
teacher,"-443.46307,98.464264,8.710481,-0.65329367,-8.5238495,4.338453,-14.571118,-8.906741,-10.936323,-1.2239558,-3.361908,-0.6923504,6.0282245,-16.778515,-8.376653,-6.395639,-6.4015527,-6.969007,-7.2743506,-3.7235277"
teacher,"-414.45737,99.783005,14.827015,6.7880273,-21.071878,0.7135953,-18.95375,-15.032826,-12.502454,-8.4960575,3.8739529,-7.8530893,-4.9874573,-12.603536,-8.500962,-9.258936,-10.892768,-3.1572652,-5.5500093,-6.958126"
teacher,"-414.45737,99.783005,14.827015,6.7880273,-21.071878,0.7135953,-18.95375,-15.032826,-12.502454,-8.4960575,3.8739529,-7.8530893,-4.9874573,-12.603536,-8.500962,-9.258936,-10.892768,-3.1572652,-5.5500093,-6.958126"
teacher,"-443.46307,98.464264,8.710481,-0.65329367,-8.5238495,4.338453,-14.571118,-8.906741,-10.936323,-1.2239558,-3.361908,-0.6923504,6.0282245,-16.778515,-8.376653,-6.395639,-6.4015527,-6.969007,-7.2743506,-3.7235277"
teacher,"-414.65744,94.550934,8.836508,4.1014237,-15.23519,5.8362103,-25.373972,-11.166855,-4.2548923,-2.841949,-2.8660378,-5.5424585,-0.5876962,-12.657471,-6.0647764,-8.243495,-5.8471694,-9.543158,-5.9514766,-2.7208865"
teacher,"-395.70383,104.27665,18.458805,2.8792655,-16.906876,-1.6463199,-21.141838,-9.494668,-15.352599,-4.969569,4.2054753,-6.387218,-1.5111142,-16.000885,-10.370032,-11.784132,-10.786731,-4.9557343,-8.324212,-6.3542056"
teacher,"-400.93207,112.998024,4.664314,-0.9590033,-12.887622,7.7399473,-30.684345,-5.4866247,-1.1972481,-8.209501,0.2439371,-1.1545012,-6.727748,-12.943738,-4.136678,-12.669992,-8.175089,-10.940187,-5.8395147,-7.2166734"
write,"-519.82776,101.597275,-4.3770924,20.45017,-5.425458,-7.868215,-13.363371,-3.2069826,-2.866913,-7.2332535,1.323796,-9.819273,-3.8410037,-0.9618581,-7.077549,-2.7751422,-3.3367023,-4.42064,-6.1845694,-9.408178"
write,"-465.50388,84.60045,-4.7069626,20.494036,-10.506919,-7.650508,-12.637058,-4.5487075,-4.031288,-6.5972905,4.1168056,-9.519508,-4.064607,1.2100174,-8.728673,-5.8112044,-3.2769132,-8.040544,-9.188565,-8.326101"
write,"-470.24454,91.84639,-8.530641,22.304932,-17.595072,-15.044186,-19.998613,-0.31392458,-3.7708704,-10.359691,4.810308,-13.178145,-5.69046,-3.47916,-14.959919,-5.024325,-2.5090764,-10.167532,-8.011009,-7.100226"
write,"-461.76834,93.171,-11.231374,24.370543,-17.98649,-14.557596,-10.026127,-7.0309253,-4.4130754,-5.52139,0.3169594,-6.6353197,-4.0637703,-2.5885,-7.9912443,-5.68615,-5.3237724,-10.727654,-5.0894713,-5.5386653"
write,"-516.1973,103.02714,1.8511543,26.825054,-1.4512962,-4.279961,-7.318494,-1.4462537,-1.8859226,-5.161308,1.598199,-6.4966683,-3.7828863,-3.0964558,-6.338837,-4.869851,-6.4422493,-9.412071,-9.73064,-8.676062"
write,"-516.1973,103.02714,1.8511543,26.825054,-1.4512962,-4.279961,-7.318494,-1.4462537,-1.8859226,-5.161308,1.598199,-6.4966683,-3.7828863,-3.0964558,-6.338837,-4.869851,-6.4422493,-9.412071,-9.73064,-8.676062"
write,"-461.76834,93.171,-11.231374,24.370543,-17.98649,-14.557596,-10.026127,-7.0309253,-4.4130754,-5.52139,0.3169594,-6.6353197,-4.0637703,-2.5885,-7.9912443,-5.68615,-5.3237724,-10.727654,-5.0894713,-5.5386653"
write,"-470.24454,91.84639,-8.530641,22.304932,-17.595072,-15.044186,-19.998613,-0.31392458,-3.7708704,-10.359691,4.810308,-13.178145,-5.69046,-3.47916,-14.959919,-5.024325,-2.5090764,-10.167532,-8.011009,-7.100226"
write,"-465.50388,84.60045,-4.7069626,20.494036,-10.506919,-7.650508,-12.637058,-4.5487075,-4.031288,-6.5972905,4.1168056,-9.519508,-4.064607,1.2100174,-8.728673,-5.8112044,-3.2769132,-8.040544,-9.188565,-8.326101"
write,"-519.82776,101.597275,-4.3770924,20.45017,-5.425458,-7.868215,-13.363371,-3.2069826,-2.866913,-7.2332535,1.323796,-9.819273,-3.8410037,-0.9618581,-7.077549,-2.7751422,-3.3367023,-4.42064,-6.1845694,-9.408178"
write,"-515.16907,143.08112,-2.9720035,27.328926,-12.621117,-8.468168,2.2985628,-3.5287218,-7.2258477,-5.307823,0.4774559,-7.8350415,-2.4613752,-3.9885798,-10.875672,-3.6462355,-2.2706416,-9.9772835,-4.7719197,-4.0355864"
write,"-537.9703,127.50638,-0.63259673,41.927296,-13.010146,-15.897152,-3.9645078,-14.601846,-7.1746025,-4.9691734,-2.663266,-5.199951,-1.7626191,-2.9246159,-9.529756,-2.9260857,-4.8152003,-11.092942,-4.2692814,-5.81245"
write,"-507.6388,109.89249,1.6111482,23.402025,-12.082098,-8.211516,-6.680471,-6.166965,-16.730808,-10.83631,5.3625436,-9.74566,-6.7553287,-3.9269607,-9.073129,-3.0929222,-4.3223953,-12.18416,-2.7690616,-3.7721071"
write,"-528.7532,115.35382,4.387112,33.91285,-13.58169,-12.129681,-4.8698792,-6.8694386,-11.499513,-11.45426,2.982913,-4.69212,-6.7911386,-3.4221294,-8.6762295,-5.189891,-2.2681594,-11.51529,-4.6914587,-1.8410801"
write,"-510.82968,116.003555,-1.5312722,31.388464,-8.496428,-12.916742,-5.1756473,-9.364637,-4.7196856,-5.6170096,-4.575622,-5.2382855,-3.3301117,-1.9667841,-7.6015997,-5.323782,0.42930764,-7.183673,-4.4197426,-4.0715237"
write,"-515.16907,143.08112,-2.9720035,27.328926,-12.621117,-8.468168,2.2985628,-3.5287218,-7.2258477,-5.307823,0.4774559,-7.8350415,-2.4613752,-3.9885798,-10.875672,-3.6462355,-2.2706416,-9.9772835,-4.7719197,-4.0355864"
write,"-537.9703,127.50638,-0.63259673,41.927296,-13.010146,-15.897152,-3.9645078,-14.601846,-7.1746025,-4.9691734,-2.663266,-5.199951,-1.7626191,-2.9246159,-9.529756,-2.9260857,-4.8152003,-11.092942,-4.2692814,-5.81245"
write,"-507.6388,109.89249,1.6111482,23.402025,-12.082098,-8.211516,-6.680471,-6.166965,-16.730808,-10.83631,5.3625436,-9.74566,-6.7553287,-3.9269607,-9.073129,-3.0929222,-4.3223953,-12.18416,-2.7690616,-3.7721071"
write,"-528.7532,115.35382,4.387112,33.91285,-13.58169,-12.129681,-4.8698792,-6.8694386,-11.499513,-11.45426,2.982913,-4.69212,-6.7911386,-3.4221294,-8.6762295,-5.189891,-2.2681594,-11.51529,-4.6914587,-1.8410801"
write,"-510.82968,116.003555,-1.5312722,31.388464,-8.496428,-12.916742,-5.1756473,-9.364637,-4.7196856,-5.6170096,-4.575622,-5.2382855,-3.3301117,-1.9667841,-7.6015997,-5.323782,0.42930764,-7.183673,-4.4197426,-4.0715237"
write,"-447.62866,99.95767,-13.666117,16.432892,-30.32241,-4.9760795,-0.2458129,-4.292739,1.6636077,-7.980063,5.8202915,-0.7619345,-9.622686,-5.115744,-8.644449,-3.154372,-2.358219,-11.67272,-6.6442676,-5.560182"
write,"-423.4723,91.28595,-10.2736845,23.95361,-20.448814,-3.2823715,-5.178097,-2.5806463,1.5815147,-6.3232327,5.367339,-2.1993132,-3.9509802,-0.8128196,-2.3346913,-8.51086,-4.6446495,-4.47283,-6.4359903,-3.2337182"
write,"-397.19464,74.16682,-16.891947,13.59915,-48.50613,-1.6523802,0.90064055,-21.445667,-8.6707735,-12.140638,7.400442,-3.8489418,-12.567056,-0.7577777,-9.416244,-8.034835,-1.4893771,-8.247326,-10.080265,-7.615089"
write,"-392.5401,79.17489,-23.55848,29.380474,-45.83596,-12.605471,3.5504856,-16.598366,-18.806532,-12.723512,4.632896,-3.159232,-14.155979,-3.3138413,-2.9870703,-10.361062,-2.2342784,-8.444583,-7.001281,-5.4889655"
write,"-386.43506,81.35805,-27.4619,26.423626,-35.4327,3.606814,-4.0106874,-1.0075644,-12.116942,-11.9534645,8.611596,-10.46411,0.8222407,-5.6258965,-4.555838,-3.4478354,-3.0736983,-5.3405147,-13.416305,-5.1224637"
write,"-435.51746,92.92407,-18.436714,18.69119,-41.359303,-3.2139559,-1.7845246,-9.37186,-13.451506,-17.997305,6.944345,-10.932022,-13.117665,-2.8827698,-4.631432,-3.5799582,-4.5677094,-5.7391224,-6.835765,-7.320761"
write,"-414.05673,80.41599,-24.255554,21.873615,-43.775604,-7.957023,-8.096725,-3.3047585,-15.431375,-21.17519,5.774344,-3.562666,-7.6707864,-12.943733,-5.4132957,-4.071351,-3.9317067,-6.540149,-7.90759,-2.7713985"
write,"-386.70905,82.39126,-37.465065,28.340906,-43.409477,-6.0591774,-14.088209,-5.1157856,-13.51695,-19.033777,6.993104,-7.528772,-2.3971057,-13.19216,-7.4359903,-3.4340558,-7.808116,-1.1191987,-2.6204457,-3.1081438"
write,"-382.47983,87.16133,-31.343636,24.327757,-51.918003,-1.5217596,-10.738388,-19.13996,-5.3656387,-21.946417,7.4832354,-3.995159,-10.376992,-2.554703,-10.697018,-3.7880967,-5.243451,-9.018804,-5.6617846,-6.003856"
write,"-387.14035,103.07787,-8.798258,12.402225,-23.599989,1.0687622,-3.9284096,-4.772497,-3.607276,-11.901743,5.6882973,-5.3314037,-5.0849037,-4.955825,-9.3097,-3.0113087,-2.5125377,-6.767416,-9.811186,-3.2943218"
write,"-486.06223,112.91182,5.300701,16.973074,-13.173323,1.9542525,-7.9876595,3.966541,-7.9873257,-10.622332,-4.6757126,-10.77022,-2.1271427,-9.548416,-9.257782,-8.470591,-7.8675466,-7.2338367,-1.2940028,-9.327223"
write,"-517.1767,91.58143,14.056359,14.796982,-3.2799664,4.5108676,-9.177264,2.6356983,-4.2389727,-9.671746,-7.217649,-6.8979936,-0.8538261,-10.970623,-7.33091,-7.5790076,-7.5448356,-6.616892,-4.141284,-4.9940977"
write,"-478.81186,106.82124,0.443896,23.00392,-13.3013315,-0.93163085,-4.599025,-3.0670748,-6.701131,-2.7617254,-14.266215,-5.6967406,0.8296322,-12.07244,-6.1389337,-10.963201,-3.7003,-8.245945,-2.5914712,-5.492528"
write,"-435.5454,120.48128,3.0761259,15.85247,-10.233729,2.3770742,-11.719728,1.8301407,-5.9136195,-13.766162,-6.6630692,-7.2716885,-3.820826,-15.241214,-8.942308,-7.2061057,-8.82442,-8.376444,-4.04211,-5.822942"
write,"-490.19684,124.797714,12.382881,12.186876,-9.4867735,4.3717947,-7.4445305,-1.0654055,-7.2140045,-8.759142,0.66167927,-7.1266794,-7.4047713,-9.583871,-7.3233857,-5.461025,-10.56611,-11.911407,-2.037537,-9.848444"
write,"-490.19684,124.797714,12.382881,12.186876,-9.4867735,4.3717947,-7.4445305,-1.0654055,-7.2140045,-8.759142,0.66167927,-7.1266794,-7.4047713,-9.583871,-7.3233857,-5.461025,-10.56611,-11.911407,-2.037537,-9.848444"
write,"-435.5454,120.48128,3.0761259,15.85247,-10.233729,2.3770742,-11.719728,1.8301407,-5.9136195,-13.766162,-6.6630692,-7.2716885,-3.820826,-15.241214,-8.942308,-7.2061057,-8.82442,-8.376444,-4.04211,-5.822942"
write,"-478.81186,106.82124,0.443896,23.00392,-13.3013315,-0.93163085,-4.599025,-3.0670748,-6.701131,-2.7617254,-14.266215,-5.6967406,0.8296322,-12.07244,-6.1389337,-10.963201,-3.7003,-8.245945,-2.5914712,-5.492528"
write,"-517.1767,91.58143,14.056359,14.796982,-3.2799664,4.5108676,-9.177264,2.6356983,-4.2389727,-9.671746,-7.217649,-6.8979936,-0.8538261,-10.970623,-7.33091,-7.5790076,-7.5448356,-6.616892,-4.141284,-4.9940977"
write,"-486.06223,112.91182,5.300701,16.973074,-13.173323,1.9542525,-7.9876595,3.966541,-7.9873257,-10.622332,-4.6757126,-10.77022,-2.1271427,-9.548416,-9.257782,-8.470591,-7.8675466,-7.2338367,-1.2940028,-9.327223"
